Scenario,ScenarioName,Algorithm,CapWatts,NumSeeds,MeanFeasibilityRate,StdFeasibilityRate,MinFeasibilityRate,MaxFeasibilityRate,TotalSolutionsAcrossSeeds,TotalFeasibleAcrossSeeds
2,GPU_Stress,AMOSA_PC90,14092.8,10,0.3032,0.2369,0.0833,0.6000,159,60
2,GPU_Stress,AMOSA_PC90,11702.2,10,0.0000,0.0000,0.0000,0.0000,159,0
2,GPU_Stress,GA_WaitingTime_Dominance_PC75,16592.3,10,1.0000,0.0000,1.0000,1.0000,151,151
2,GPU_Stress,GA_WaitingTime_Dominance_PC75,15807.7,10,1.0000,0.0000,1.0000,1.0000,151,151
2,GPU_Stress,GA_WaitingTime_Dominance_PC75,14092.8,10,0.0000,0.0000,0.0000,0.0000,151,0
2,GPU_Stress,GA_WaitingTime_Dominance_PC75,11702.2,10,0.0000,0.0000,0.0000,0.0000,151,0
2,GPU_Stress,GA_Energy_Dominance_PC75,16592.3,10,1.0000,0.0000,1.0000,1.0000,558,558
2,GPU_Stress,GA_Energy_Dominance_PC75,15807.7,10,1.0000,0.0000,1.0000,1.0000,558,558
2,GPU_Stress,GA_Energy_Dominance_PC75,14092.8,10,0.9744,0.0231,0.9286,1.0000,558,544
2,GPU_Stress,GA_Energy_Dominance_PC75,11702.2,10,0.2913,0.1053,0.1452,0.4808,558,163
2,GPU_Stress,SA_WaitingTime_Dominance_PC75,16592.3,10,1.0000,0.0000,1.0000,1.0000,142,142
2,GPU_Stress,SA_WaitingTime_Dominance_PC75,15807.7,10,1.0000,0.0000,1.0000,1.0000,142,142
2,GPU_Stress,SA_WaitingTime_Dominance_PC75,14092.8,10,0.0000,0.0000,0.0000,0.0000,142,0
2,GPU_Stress,SA_WaitingTime_Dominance_PC75,11702.2,10,0.0000,0.0000,0.0000,0.0000,142,0
2,GPU_Stress,SA_Energy_Dominance_PC75,16592.3,10,1.0000,0.0000,1.0000,1.0000,939,939
